Titular cont: PERSON_1,,,,,,,
Data,,,Detalii tranzactie,Debit,,Credit,Balanta
20 ianuarie 2026,,,Tranzactie Round Up,"0,50",,,"8.144,00"
,,,Data finalizarii (decontarii): 20-01-2026,,,,
,,,Referinta:40033,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 18.5 RON,,,,
,,,Platita la: STARBUCKS AFI,,,,
20 ianuarie 2026,,,Cumparare POS,"18,50",,,"8.144,50"
,,,Data finalizarii (decontarii): 21-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:STARBUCKS AFI  RO  BUCURESTI,,,,
,,,Data autorizarii:20-01-2026,,,,
,Jane Doe,,,,John Roe,,
,Sef Serviciu Exemplu,,,,Sef Serviciu Exemplu,,
,,ING Bank N.V. Amsterdam,,,ING Bank N.V. Amsterdam,,
,,Sucursala Bucuresti,,,Sucursala Bucuresti,,
Titular cont: PERSON_1,,,,,,,
Data,,,Detalii tranzactie,Debit,,Credit,Balanta
,,,Numar autorizare:100016,,,,
18 ianuarie 2026,,,Tranzactie Round Up,"0,62",,,"8.163,00"
,,,Data finalizarii (decontarii): 18-01-2026,,,,
,,,Referinta:40031,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 101.38 RON,,,,
,,,Platita la: PayU*eMAG.ro,,,,
18 ianuarie 2026,,,Cumparare POS,"101,38",,,"8.163,62"
,,,Data finalizarii (decontarii): 19-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:PayU*eMAG.ro  RO  ROMANIA,,,,
,,,Data autorizarii:18-01-2026,,,,
,,,Numar autorizare:100015,,,,
16 ianuarie 2026,,,Tranzactie Round Up,"0,66",,,"8.265,00"
,,,Data finalizarii (decontarii): 16-01-2026,,,,
,,,Referinta:40029,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 169.34 RON,,,,
,,,Platita la: OMV 1007,,,,
16 ianuarie 2026,,,Cumparare POS,"169,34",,,"8.265,66"
,,,Data finalizarii (decontarii): 17-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:OMV 1007  RO  BUCURESTI,,,,
,,,Data autorizarii:16-01-2026,,,,
,,,Numar autorizare:100014,,,,
16 ianuarie 2026,,,Tranzactie Round Up,"1,00",,,"8.435,00"
,,,Data finalizarii (decontarii): 16-01-2026,,,,
,,,Referinta:40027,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 5 RON,,,,
,,,Platita la: METROREX VALIDATOARE,,,,
16 ianuarie 2026,,,Cumparare POS,"5,00",,,"8.436,00"
,,,Data finalizarii (decontarii): 17-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:METROREX VALIDATOARE  RO  BUCURESTI,,,,
,,,Data autorizarii:16-01-2026,,,,
,,,Numar autorizare:100013,,,,
15 ianuarie 2026,,,Tranzactie Round Up,"1,00",,,"8.441,00"
,,,Data finalizarii (decontarii): 15-01-2026,,,,
,,,Referinta:40025,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 5 RON,,,,
,,,Platita la: METROREX VALIDATOARE,,,,
15 ianuarie 2026,,,Cumparare POS,"5,00",,,"8.442,00"
,,,Data finalizarii (decontarii): 16-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:METROREX VALIDATOARE  RO  BUCURESTI,,,,
,,,Data autorizarii:15-01-2026,,,,
,,,Numar autorizare:100012,,,,
15 ianuarie 2026,,,Tranzactie Round Up,"0,04",,,"8.447,00"
,,,Data finalizarii (decontarii): 15-01-2026,,,,
,,,Referinta:40023,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 266.96 RON,,,,
,Jane Doe,,,,John Roe,,
,Sef Serviciu Exemplu,,,,Sef Serviciu Exemplu,,
,,ING Bank N.V. Amsterdam,,,ING Bank N.V. Amsterdam,,
,,Sucursala Bucuresti,,,Sucursala Bucuresti,,
Titular cont: PERSON_1,,,,,,,
Data,,,Detalii tranzactie,Debit,,Credit,Balanta
,,,Platita la: KAUFLAND 381,,,,
15 ianuarie 2026,,,Cumparare POS,"266,96",,,"8.447,04"
,,,Data finalizarii (decontarii): 16-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:KAUFLAND 381  RO  CLUJ,,,,
,,,Data autorizarii:15-01-2026,,,,
,,,Numar autorizare:100011,,,,
14 ianuarie 2026,,,Tranzactie Round Up,"0,95",,,"8.714,00"
,,,Data finalizarii (decontarii): 14-01-2026,,,,
,,,Referinta:40021,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 220.05 RON,,,,
,,,Platita la: OMV 1007,,,,
14 ianuarie 2026,,,Cumparare POS,"220,05",,,"8.714,95"
,,,Data finalizarii (decontarii): 15-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:OMV 1007  RO  BUCURESTI,,,,
,,,Data autorizarii:14-01-2026,,,,
,,,Numar autorizare:100010,,,,
13 ianuarie 2026,,,Tranzactie Round Up,"0,14",,,"8.935,00"
,,,Data finalizarii (decontarii): 13-01-2026,,,,
,,,Referinta:40019,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 399.86 RON,,,,
,,,Platita la: KAUFLAND 381,,,,
13 ianuarie 2026,,,Cumparare POS,"399,86",,,"8.935,14"
,,,Data finalizarii (decontarii): 14-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:KAUFLAND 381  RO  CLUJ,,,,
,,,Data autorizarii:13-01-2026,,,,
,,,Numar autorizare:100009,,,,
13 ianuarie 2026,,,Tranzactie Round Up,"0,07",,,"9.335,00"
,,,Data finalizarii (decontarii): 13-01-2026,,,,
,,,Referinta:40017,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 767.93 RON,,,,
,,,Platita la: PayU*eMAG.ro,,,,
13 ianuarie 2026,,,Cumparare POS,"767,93",,,"9.335,07"
,,,Data finalizarii (decontarii): 14-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:PayU*eMAG.ro  RO  ROMANIA,,,,
,,,Data autorizarii:13-01-2026,,,,
,,,Numar autorizare:100008,,,,
12 ianuarie 2026,,,Tranzactie Round Up,"0,50",,,"10.103,00"
,,,Data finalizarii (decontarii): 12-01-2026,,,,
,,,Referinta:40015,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 18.5 RON,,,,
,,,Platita la: STARBUCKS AFI,,,,
12 ianuarie 2026,,,Cumparare POS,"18,50",,,"10.103,50"
,,,Data finalizarii (decontarii): 13-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:STARBUCKS AFI  RO  BUCURESTI,,,,
,,,Data autorizarii:12-01-2026,,,,
,Jane Doe,,,,John Roe,,
,Sef Serviciu Exemplu,,,,Sef Serviciu Exemplu,,
,,ING Bank N.V. Amsterdam,,,ING Bank N.V. Amsterdam,,
,,Sucursala Bucuresti,,,Sucursala Bucuresti,,
Titular cont: PERSON_1,,,,,,,
Data,,,Detalii tranzactie,Debit,,Credit,Balanta
,,,Numar autorizare:100007,,,,
11 ianuarie 2026,,,Transfer Home'Bank,"2.700,00",,,"10.122,00"
,,,Data finalizarii (decontarii): 11-01-2026,,,,
,,,Beneficiar:PERSON_2,,,,
,,,In contul:RO35ANON9999999999999999,,,,
,,,Banca:BCRO CENTRALA,,,,
,,,Detalii:transfer lunar,,,,
,,,Referinta:948800001,,,,
11 ianuarie 2026,,,Tranzactie Round Up,"0,50",,,"12.822,00"
,,,Data finalizarii (decontarii): 11-01-2026,,,,
,,,Referinta:40012,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 18.5 RON,,,,
,,,Platita la: STARBUCKS AFI,,,,
11 ianuarie 2026,,,Cumparare POS,"18,50",,,"12.822,50"
,,,Data finalizarii (decontarii): 12-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:STARBUCKS AFI  RO  BUCURESTI,,,,
,,,Data autorizarii:11-01-2026,,,,
,,,Numar autorizare:100006,,,,
10 ianuarie 2026,,,Incasare,,,"8.500,00","12.841,00"
,,,Data: 10-01-2026,,,,
,,,Ordonator:ACME SOFTWARE SRL,,,,
,,,Din contul:RO35ANON9999999999999999,,,,
,,,Referinta:2270214545003004401470,,,,
07 ianuarie 2026,,,Tranzactie Round Up,"0,45",,,"4.341,00"
,,,Data finalizarii (decontarii): 07-01-2026,,,,
,,,Referinta:40009,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 244.55 RON,,,,
,,,Platita la: OMV 1007,,,,
07 ianuarie 2026,,,Cumparare POS,"244,55",,,"4.341,45"
,,,Data finalizarii (decontarii): 08-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:OMV 1007  RO  BUCURESTI,,,,
,,,Data autorizarii:07-01-2026,,,,
,,,Numar autorizare:100005,,,,
07 ianuarie 2026,,,Tranzactie Round Up,"0,90",,,"4.586,00"
,,,Data finalizarii (decontarii): 07-01-2026,,,,
,,,Referinta:40007,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 159.1 RON,,,,
,,,Platita la: LIDL 1234 BUCURESTI,,,,
07 ianuarie 2026,,,Cumparare POS,"159,10",,,"4.586,90"
,,,Data finalizarii (decontarii): 08-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:LIDL 1234 BUCURESTI  RO  BUCURESTI,,,,
,,,Data autorizarii:07-01-2026,,,,
,,,Numar autorizare:100004,,,,
03 ianuarie 2026,,,Tranzactie Round Up,"0,92",,,"4.746,00"
,,,Data finalizarii (decontarii): 03-01-2026,,,,
,,,Referinta:40005,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 164.08 RON,,,,
,Jane Doe,,,,John Roe,,
,Sef Serviciu Exemplu,,,,Sef Serviciu Exemplu,,
,,ING Bank N.V. Amsterdam,,,ING Bank N.V. Amsterdam,,
,,Sucursala Bucuresti,,,Sucursala Bucuresti,,
Titular cont: PERSON_1,,,,,,,
Data,,,Detalii tranzactie,Debit,,Credit,Balanta
,,,Platita la: OMV 1007,,,,
03 ianuarie 2026,,,Cumparare POS,"164,08",,,"4.746,92"
,,,Data finalizarii (decontarii): 04-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:OMV 1007  RO  BUCURESTI,,,,
,,,Data autorizarii:03-01-2026,,,,
,,,Numar autorizare:100003,,,,
03 ianuarie 2026,,,Tranzactie Round Up,"0,50",,,"4.911,00"
,,,Data finalizarii (decontarii): 03-01-2026,,,,
,,,Referinta:40003,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 18.5 RON,,,,
,,,Platita la: STARBUCKS AFI,,,,
03 ianuarie 2026,,,Cumparare POS,"18,50",,,"4.911,50"
,,,Data finalizarii (decontarii): 04-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:STARBUCKS AFI  RO  BUCURESTI,,,,
,,,Data autorizarii:03-01-2026,,,,
,,,Numar autorizare:100002,,,,
02 ianuarie 2026,,,Tranzactie Round Up,"0,57",,,"4.930,00"
,,,Data finalizarii (decontarii): 02-01-2026,,,,
,,,Referinta:40001,,,,
,,,In contul:RO88ANON5555555555555555,,,,
,,,Detalii:Suma tranzactiei: 69.43 RON,,,,
,,,Platita la: LIDL 1234 BUCURESTI,,,,
02 ianuarie 2026,,,Cumparare POS,"69,43",,,"4.930,57"
,,,Data finalizarii (decontarii): 03-01-2026,,,,
,,,Numar card:**** 4412,,,,
,,,Tranzactie la:LIDL 1234 BUCURESTI  RO  BUCURESTI,,,,
,,,Data autorizarii:02-01-2026,,,,
,,,Numar autorizare:100001,,,,
,Jane Doe,,,,John Roe,,
,Sef Serviciu Exemplu,,,,Sef Serviciu Exemplu,,
,,ING Bank N.V. Amsterdam,,,ING Bank N.V. Amsterdam,,
,,Sucursala Bucuresti,,,Sucursala Bucuresti,,
